cik,revenue,rd_spend,rd_ratio,ai_total_mentions,exploratory_mentions,strategic_mentions,implementation_mentions,capability_mentions,infrastructure_mentions,adoption_phase,opportunity_score,key_mentions
1018724,450167000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,30.0,[]
1739940,181472000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,30.0,[]
1071739,122266000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,30.0,[]
1140859,293958599000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,30.0,[]
1156039,131569000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,30.0,[]
1166691,121572000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,30.0,[]
64803,275099000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,30.0,[]
1596532,5072710000.0,711701000.0,14.029995801060972,0,0,0,0,0,0,Undetermined,29.6,[]
1571996,71636000000.0,2288000000.0,3.193924842258083,0,0,0,0,0,0,Undetermined,27.9,[]
732717,90038000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,27.0,[]
12927,51275000000.0,2976000000.0,5.803998049731838,0,0,0,0,0,0,Undetermined,27.0,[]
711404,1282400000.0,155100000.0,12.09451029320025,0,0,0,0,0,0,Undetermined,24.6,[]
315189,51716000000.0,2290000000.0,4.428030010054916,0,0,0,0,0,0,Undetermined,24.4,[]
858877,49330000000.0,2286000000.0,4.634096898439084,0,0,0,0,0,0,Undetermined,24.1,[]
70858,76540000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,23.0,[]
1800,30976000000.0,2095000000.0,6.763300619834711,0,0,0,0,0,0,Undetermined,22.8,[]
1090872,4472000000.0,479000000.0,10.711091234347048,0,0,0,0,0,0,Undetermined,22.8,[]
1521332,14806000000.0,1289000000.0,8.705930028366879,0,0,0,0,0,0,Undetermined,21.9,[]
24741,9617000000.0,900000000.0,9.358427784132266,0,0,0,0,0,0,Undetermined,21.6,[]
18230,48594000000.0,1588000000.0,3.267893155533605,0,0,0,0,0,0,Undetermined,21.1,[]
7084,64032000000.0,256000000.0,0.39980009995002497,0,0,0,0,0,0,Undetermined,20.0,[]
1755672,12930000000.0,1037000000.0,8.020108275328692,0,0,0,0,0,0,Undetermined,19.9,[]
820313,3848300000.0,342200000.0,8.892238131122832,0,0,0,0,0,0,Undetermined,18.9,[]
909832,62151000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,18.6,[]
831001,61558000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,18.5,[]
21665,4002000000.0,343000000.0,8.570714642678661,0,0,0,0,0,0,Undetermined,18.3,[]
1467373,17689545000.0,1150430000.0,6.503445962007502,0,0,0,0,0,0,Undetermined,18.3,[]
10795,20178000000.0,1190000000.0,5.897512141936763,0,0,0,0,0,0,Undetermined,17.8,[]
29905,1775589000.0,153111000.0,8.623110415754997,0,0,0,0,0,0,Undetermined,17.8,[]
1065088,17902000000.0,1104000000.0,6.1669087252820916,0,0,0,0,0,0,Undetermined,17.7,[]
313616,19893000000.0,1142000000.0,5.740712813552506,0,0,0,0,0,0,Undetermined,17.4,[]
26172,25655000000.0,1107000000.0,4.3149483531475346,0,0,0,0,0,0,Undetermined,16.3,[]
66740,18565000000.0,1000000000.0,5.386479935362241,0,0,0,0,0,0,Undetermined,16.3,[]
721371,52277000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,15.7,[]
899051,47600000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,14.3,[]
1701605,20465000000.0,658000000.0,3.2152455411678473,0,0,0,0,0,0,Undetermined,12.6,[]
1163165,40509000000.0,81000000.0,0.19995556542990447,0,0,0,0,0,0,Undetermined,12.6,[]
896159,41578000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,12.5,[]
1551152,41232000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,12.4,[]
1091667,41159000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,12.3,[]
908255,14198000000.0,566000000.0,3.986476968587125,0,0,0,0,0,0,Undetermined,12.2,[]
10456,7883000000.0,379000000.0,4.807814283902068,0,0,0,0,0,0,Undetermined,12.0,[]
1751788,32559000000.0,361000000.0,1.1087564114376978,0,0,0,0,0,0,Undetermined,12.0,[]
1996862,39566000000.0,35000000.0,0.08845978870747612,0,0,0,0,0,0,Undetermined,12.0,[]
1783180,17338000000.0,524000000.0,3.022263236820856,0,0,0,0,0,0,Undetermined,11.2,[]
882184,36801400000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,11.0,[]
21344,35517000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,10.7,[]
1001250,3361000000.0,157900000.0,4.698006545670931,0,0,0,0,0,0,Undetermined,10.4,[]
1037868,5179578000.0,220800000.0,4.262895548633499,0,0,0,0,0,0,Undetermined,10.1,[]
875045,7221200000.0,284340000.0,3.937572702597906,0,0,0,0,0,0,Undetermined,10.0,[]
1666700,14338000000.0,393000000.0,2.740968056911703,0,0,0,0,0,0,Undetermined,9.8,[]
29534,30307810000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,9.1,[]
927628,28922000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,8.7,[]
23217,1500000000.0,61400000.0,4.093333333333334,0,0,0,0,0,0,Undetermined,8.6,[]
764478,27580000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,8.3,[]
4962,27819000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,8.3,[]
8670,19202600000.0,232600000.0,1.2112943038963475,0,0,0,0,0,0,Undetermined,8.2,[]
1579241,2826600000.0,101900000.0,3.6050378546663833,0,0,0,0,0,0,Undetermined,8.1,[]
764180,18044000000.0,220000000.0,1.2192418532476168,0,0,0,0,0,0,Undetermined,7.9,[]
91142,2905700000.0,97500000.0,3.3554737240596073,0,0,0,0,0,0,Undetermined,7.6,[]
1138118,25363000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,7.6,[]
915389,7137000000.0,184000000.0,2.5781140535238896,0,0,0,0,0,0,Undetermined,7.3,[]
31462,11736200000.0,192000000.0,1.635963940628142,0,0,0,0,0,0,Undetermined,6.8,[]
935703,22579800000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,6.8,[]
8818,5390300000.0,135800000.0,2.519340296458453,0,0,0,0,0,0,Undetermined,6.7,[]
796343,21505000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,6.5,[]
1858681,20831000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,6.2,[]
1170010,20350297000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,6.1,[]
5272,20074000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,6.0,[]
313927,4525100000.0,99100000.0,2.190006850677333,0,0,0,0,0,0,Undetermined,5.7,[]
815097,18881000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,5.7,[]
1868275,18186000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,5.5,[]
1075531,18268000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,5.5,[]
821189,18113000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,5.4,[]
2969,12100600000.0,100200000.0,0.8280581128208518,0,0,0,0,0,0,Undetermined,5.3,[]
1390777,17502000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,5.3,[]
910521,2136667000.0,49171000.0,2.30129449277777,0,0,0,0,0,0,Undetermined,5.2,[]
1306830,7910000000.0,99000000.0,1.2515802781289507,0,0,0,0,0,0,Undetermined,4.9,[]
4904,15025000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,4.5,[]
915913,4145813000.0,66699000.0,1.6088279910357752,0,0,0,0,0,0,Undetermined,4.5,[]
1058290,14654000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,4.4,[]
2012383,14730000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,4.4,[]
316709,14277000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,4.3,[]
1748790,12467500000.0,28000000.0,0.22458391818728696,0,0,0,0,0,0,Undetermined,4.2,[]
827052,13615000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,4.1,[]
4977,13524000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,4.1,[]
820027,13277000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,4.0,[]
947484,12892000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,3.9,[]
1047862,11587000000.0,27000000.0,0.2330197635280918,0,0,0,0,0,0,Undetermined,3.9,[]
1316835,12580186000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,3.8,[]
1095073,12645000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,3.8,[]
318154,12427000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,3.7,[]
9389,5886000000.0,55000000.0,0.9344206591913015,0,0,0,0,0,0,Undetermined,3.6,[]
1090012,11537000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,3.5,[]
1326160,11284000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,3.4,[]
715957,11059000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,3.3,[]
27904,10742000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,3.2,[]
21076,3036000000.0,31000000.0,1.0210803689064558,0,0,0,0,0,0,Undetermined,3.0,[]
1393818,10147403000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,3.0,[]
927066,9520867000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,2.9,[]
874761,9316000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,2.8,[]
65984,9137348000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,2.7,[]
1267238,8772700000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,2.6,[]
20286,8799000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,2.6,[]
1058090,8468543000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,2.5,[]
16918,8044500000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,2.4,[]
1053507,7579600000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,2.3,[]
1539838,7355000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,2.2,[]
885725,6700000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,2.0,[]
1130310,6381000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.9,[]
277948,5978000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.8,[]
1101239,5998545000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.8,[]
1002910,5682000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.7,[]
759944,5823000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.7,[]
940944,5647000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.7,[]
811156,5526000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.7,[]
1051470,4919000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.5,[]
1156375,4604800000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.4,[]
1324404,4412000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.3,[]
33185,4261700000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.3,[]
866787,4279641000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.3,[]
858470,4063000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.2,[]
1297996,4119106000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.2,[]
352541,4027000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.2,[]
731802,4165187000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.2,[]
936340,3753000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.1,[]
33213,3648582000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.1,[]
79282,3622000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.1,[]
712515,3685000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.1,[]
1286681,3262502000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.0,[]
315293,3219000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,1.0,[]
1383312,3009500000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.9,[]
1175454,2940158000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.9,[]
16732,2772000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.8,[]
1037540,2549148000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.8,[]
1402057,2652300000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.8,[]
1374310,2229100000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.7,[]
915912,2173208000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.7,[]
1043277,1991452000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.6,[]
1393612,1866000000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.6,[]
354190,1721400000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.5,[]
723254,1619584000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.5,[]
920522,1319981000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.4,[]
1410636,1480199000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.4,[]
1352010,869795000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.3,[]
922621,572160000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.2,[]
906107,682329000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.2,[]
900075,525659000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.2,[]
1100682,493970000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.1,[]
1590895,440192000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.1,[]
842023,289458000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.1,[]
1057352,273718000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.1,[]
1841666,0.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.0,[]
1535527,0.0,761759000.0,0.0,0,0,0,0,0,0,Undetermined,0.0,[]
906345,5597000.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.0,[]
1551182,0.0,593000000.0,0.0,0,0,0,0,0,0,Undetermined,0.0,[]
1035443,0.0,0.0,0.0,0,0,0,0,0,0,Undetermined,0.0,[]
